iter	Logloss
0	0.5658237289
1	0.4677006528
2	0.3982108947
3	0.3389612149
4	0.2855014354
5	0.2504529677
6	0.2167543189
7	0.1858182994
8	0.1620439242
9	0.1450981566
10	0.1288190457
11	0.1162596763
12	0.1045552844
13	0.09663011261
14	0.09170864051
15	0.08602596204
16	0.07943175519
17	0.07629154208
18	0.07068609852
19	0.06735639847
20	0.06478256528
21	0.06138253738
22	0.05769709459
23	0.05597569227
24	0.05265790139
25	0.04956824604
26	0.04811536771
27	0.0454849361
28	0.0425621368
29	0.04147044435
30	0.03982494223
31	0.03829009006
32	0.03655569292
33	0.03530532288
34	0.03377139784
35	0.0324282933
36	0.03085849003
37	0.03023754116
38	0.02926580867
39	0.02865580162
40	0.02758234528
41	0.0264293202
42	0.02538541087
43	0.02502771307
44	0.02411214262
45	0.02357954228
46	0.02277723573
47	0.0220233538
48	0.0215324659
49	0.02070817597
50	0.0200906746
51	0.01970025253
52	0.01920324716
53	0.01874610491
54	0.01779942333
55	0.0174393315
56	0.0170094559
57	0.01671624785
58	0.01609415812
59	0.01559745248
60	0.01537139171
61	0.0149233347
62	0.01452099957
63	0.01411007112
64	0.01387610126
65	0.0133753805
66	0.01325285
67	0.01314065316
68	0.01281478617
69	0.01261173822
70	0.01224510548
71	0.01193835836
72	0.01191566496
73	0.01168047564
74	0.01132938968
75	0.01127021365
76	0.01125525408
77	0.01123643092
78	0.01114689363
79	0.01083768429
80	0.01057858615
81	0.01055632801
82	0.01046051299
83	0.01023471039
84	0.01000186897
85	0.009885739498
86	0.009771210569
87	0.009585723793
88	0.009340997726
89	0.00931743157
90	0.009241955383
91	0.009073012236
92	0.008905045103
93	0.008894137969
94	0.00889415264
95	0.008683100341
96	0.008651641873
97	0.008604616754
98	0.008588404354
99	0.008474313281
100	0.008419586706
101	0.008381174026
102	0.008204845171
103	0.008052239864
104	0.007900829095
105	0.00789435066
106	0.007793992582
107	0.00758862618
108	0.00746302681
109	0.007348905491
110	0.007346902976
111	0.007317716594
112	0.007303784483
113	0.007146566715
114	0.006968695896
115	0.006857042868
116	0.006828960042
117	0.00666973781
118	0.006639064783
119	0.006483685618
120	0.006337592634
121	0.00633763665
122	0.006328028905
123	0.006272280574
124	0.006151937766
125	0.006090596513
126	0.006042170371
127	0.005900501876
128	0.005816974173
129	0.005813053004
130	0.005812969325
131	0.005812736104
132	0.005803436877
133	0.005795757985
134	0.005788148986
135	0.005755966928
136	0.005663029032
137	0.00555599471
138	0.005465021112
139	0.005416120512
140	0.00541618843
141	0.005278812149
142	0.005278807594
143	0.005176025871
144	0.005176008942
145	0.005057828702
146	0.004991093469
147	0.004991102699
148	0.004984873484
149	0.004983559282
150	0.004913774823
151	0.004817916511
152	0.004817908127
153	0.004817892729
154	0.004817892729
155	0.004717008193
156	0.00471328588
157	0.00471326754
158	0.004708641696
159	0.004702486626
160	0.004620508065
161	0.004561064081
162	0.004555393047
163	0.004555272206
164	0.004548420684
165	0.004548434308
166	0.004492454633
167	0.004492508605
168	0.004485654665
169	0.004429879004
170	0.004429632404
171	0.004397060376
172	0.004334730807
173	0.004334434266
174	0.004285598159
175	0.004262219475
176	0.004262251963
177	0.004193956913
178	0.004193649082
179	0.004190161055
180	0.004131432069
181	0.004131397747
182	0.004131415724
183	0.004131407864
184	0.004131385957
185	0.004130976716
186	0.004128104469
187	0.004128129359
188	0.00409897266
189	0.004099004785
190	0.004098955851
191	0.004098940494
192	0.004098779305
193	0.004098814151
194	0.004098753367
195	0.004098756773
196	0.004098738171
197	0.004098753891
198	0.004095596548
199	0.004095593404
